_id,has_rain,has_rain_1,has_rain_2,has_rain_3,has_rain_4,has_rain_5,has_rain_6,humidity_avg_1,humidity_avg_2,humidity_avg_3,humidity_avg_4,humidity_avg_5,humidity_avg_6,humidity_fall_1,humidity_fall_2,humidity_fall_3,humidity_fall_4,humidity_fall_5,humidity_fall_6,humidity_max_1,humidity_max_2,humidity_max_3,humidity_max_4,humidity_max_5,humidity_max_6,humidity_min_1,humidity_min_2,humidity_min_3,humidity_min_4,humidity_min_5,humidity_min_6,humidity_rise_1,humidity_rise_2,humidity_rise_3,humidity_rise_4,humidity_rise_5,humidity_rise_6,humidity_steady_1,humidity_steady_2,humidity_steady_3,humidity_steady_4,humidity_steady_5,humidity_steady_6,light_avg_1,light_avg_2,light_avg_3,light_avg_4,light_avg_5,light_avg_6,light_fall_1,light_fall_2,light_fall_3,light_fall_4,light_fall_5,light_fall_6,light_max_1,light_max_2,light_max_3,light_max_4,light_max_5,light_max_6,light_min_1,light_min_2,light_min_3,light_min_4,light_min_5,light_min_6,light_rise_1,light_rise_2,light_rise_3,light_rise_4,light_rise_5,light_rise_6,light_steady_1,light_steady_2,light_steady_3,light_steady_4,light_steady_5,light_steady_6,pressure_avg_1,pressure_avg_2,pressure_avg_3,pressure_avg_4,pressure_avg_5,pressure_avg_6,pressure_fall_1,pressure_fall_2,pressure_fall_3,pressure_fall_4,pressure_fall_5,pressure_fall_6,pressure_max_1,pressure_max_2,pressure_max_3,pressure_max_4,pressure_max_5,pressure_max_6,pressure_min_1,pressure_min_2,pressure_min_3,pressure_min_4,pressure_min_5,pressure_min_6,pressure_rise_1,pressure_rise_2,pressure_rise_3,pressure_rise_4,pressure_rise_5,pressure_rise_6,pressure_steady_1,pressure_steady_2,pressure_steady_3,pressure_steady_4,pressure_steady_5,pressure_steady_6,rain_avg_1,rain_avg_2,rain_avg_3,rain_avg_4,rain_avg_5,rain_avg_6,rain_fall_1,rain_fall_2,rain_fall_3,rain_fall_4,rain_fall_5,rain_fall_6,rain_max_1,rain_max_2,rain_max_3,rain_max_4,rain_max_5,rain_max_6,rain_min_1,rain_min_2,rain_min_3,rain_min_4,rain_min_5,rain_min_6,rain_rise_1,rain_rise_2,rain_rise_3,rain_rise_4,rain_rise_5,rain_rise_6,rain_steady_1,rain_steady_2,rain_steady_3,rain_steady_4,rain_steady_5,rain_steady_6,temperature_avg_1,temperature_avg_2,temperature_avg_3,temperature_avg_4,temperature_avg_5,temperature_avg_6,temperature_fall_1,temperature_fall_2,temperature_fall_3,temperature_fall_4,temperature_fall_5,temperature_fall_6,temperature_max_1,temperature_max_2,temperature_max_3,temperature_max_4,temperature_max_5,temperature_max_6,temperature_min_1,temperature_min_2,temperature_min_3,temperature_min_4,temperature_min_5,temperature_min_6,temperature_rise_1,temperature_rise_2,temperature_rise_3,temperature_rise_4,temperature_rise_5,temperature_rise_6,temperature_steady_1,temperature_steady_2,temperature_steady_3,temperature_steady_4,temperature_steady_5,temperature_steady_6
05_12_2017_1,0,0.0,0.0,0.0,0.0,0.0,0.0,74.26086956521739,70.34782608695652,48.869565217391305,45.0,51.52173913043478,86.27272727272727,7.0,4.0,6.0,8.0,11.0,7.0,84.0,81.0,54.0,47.0,76.0,89.0,68.0,54.0,46.0,43.0,37.0,80.0,8.0,15.0,9.0,10.0,7.0,7.0,8.0,4.0,8.0,5.0,5.0,8.0,0.0,2.217391304347826,128.04347826086956,232.82608695652175,1751.608695652174,80.5,0.0,4.0,15.0,19.0,4.0,0.0,0.0,25.0,194.0,563.0,3151.0,264.0,0.0,0.0,38.0,139.0,286.0,0.0,0.0,1.0,8.0,4.0,19.0,13.0,23.0,18.0,0.0,0.0,0.0,9.0,1004.0869565217391,1004.9565217391304,1005.304347826087,1006.6521739130435,1007.695652173913,1006.5454545454545,3.0,1.0,1.0,1.0,1.0,0.0,1005.0,1005.0,1006.0,1007.0,1008.0,1007.0,1003.0,1004.0,1005.0,1006.0,1007.0,1006.0,2.0,2.0,1.0,1.0,2.0,2.0,18.0,20.0,21.0,21.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,22.0,14.73913043478261,16.608695652173914,19.869565217391305,19.434782608695652,18.391304347826086,7.545454545454546,3.0,4.0,1.0,2.0,5.0,1.0,15.0,20.0,20.0,20.0,22.0,10.0,14.0,15.0,19.0,19.0,10.0,7.0,3.0,2.0,1.0,4.0,11.0,4.0,17.0,17.0,21.0,17.0,7.0,17.0
05_13_2017_3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.08695652173913,0.0,74.43478260869566,60.0,62.54545454545455,10.0,10.0,5.0,4.0,8.0,11.0,78.0,92.0,92.0,88.0,65.0,68.0,52.0,67.0,85.0,66.0,57.0,55.0,11.0,8.0,10.0,14.0,11.0,7.0,3.0,5.0,9.0,5.0,4.0,4.0,0.0,107.17391304347827,0.0,2.0869565217391304,146.52173913043478,368.45454545454544,8.0,0.0,0.0,4.0,15.0,9.0,1929.0,412.0,0.0,26.0,273.0,648.0,81.0,0.0,0.0,0.0,35.0,154.0,14.0,13.0,0.0,1.0,6.0,13.0,2.0,10.0,24.0,18.0,2.0,0.0,0.0,999.695652173913,0.0,1000.6086956521739,1000.5652173913044,1002.8636363636364,1.0,2.0,1.0,0.0,1.0,3.0,1000.0,1000.0,1001.0,1001.0,1001.0,1004.0,999.0,999.0,1000.0,1000.0,1000.0,1001.0,1.0,3.0,1.0,2.0,1.0,1.0,22.0,18.0,22.0,21.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,23.0,24.0,23.0,23.0,20.0,0.0,15.869565217391305,0.0,18.695652173913043,21.695652173913043,19.818181818181817,5.0,2.0,4.0,4.0,3.0,1.0,25.0,21.0,17.0,21.0,22.0,22.0,18.0,15.0,15.0,17.0,21.0,18.0,9.0,5.0,3.0,1.0,3.0,6.0,10.0,16.0,17.0,18.0,17.0,15.0
05_13_2017_4,0,1.0,0.0,0.0,0.0,0.0,0.0,80.95652173913044,0.0,88.08695652173913,0.0,74.43478260869566,60.0,8.0,10.0,10.0,5.0,4.0,8.0,91.0,78.0,92.0,92.0,88.0,65.0,70.0,52.0,67.0,85.0,66.0,57.0,9.0,11.0,8.0,10.0,14.0,11.0,6.0,3.0,5.0,9.0,5.0,4.0,255.56521739130434,0.0,107.17391304347827,0.0,2.0869565217391304,146.52173913043478,9.0,8.0,0.0,0.0,4.0,15.0,550.0,1929.0,412.0,0.0,26.0,273.0,77.0,81.0,0.0,0.0,0.0,35.0,14.0,14.0,13.0,0.0,1.0,6.0,0.0,2.0,10.0,24.0,18.0,2.0,999.304347826087,0.0,999.695652173913,0.0,1000.6086956521739,1000.5652173913044,2.0,1.0,2.0,1.0,0.0,1.0,1000.0,1000.0,1000.0,1001.0,1001.0,1001.0,999.0,999.0,999.0,1000.0,1000.0,1000.0,3.0,1.0,3.0,1.0,2.0,1.0,18.0,22.0,18.0,22.0,21.0,21.0,9.304347826086957,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,23.0,24.0,23.0,23.0,21.347826086956523,0.0,15.869565217391305,0.0,18.695652173913043,21.695652173913043,3.0,5.0,2.0,4.0,4.0,3.0,23.0,25.0,21.0,17.0,21.0,22.0,20.0,18.0,15.0,15.0,17.0,21.0,6.0,9.0,5.0,3.0,1.0,3.0,14.0,10.0,16.0,17.0,18.0,17.0
05_13_2017_5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.95652173913044,0.0,88.08695652173913,0.0,74.43478260869566,7.0,8.0,10.0,10.0,5.0,4.0,72.0,91.0,78.0,92.0,92.0,88.0,63.0,70.0,52.0,67.0,85.0,66.0,7.0,9.0,11.0,8.0,10.0,14.0,9.0,6.0,3.0,5.0,9.0,5.0,0.0,255.56521739130434,0.0,107.17391304347827,0.0,2.0869565217391304,11.0,9.0,8.0,0.0,0.0,4.0,300.0,550.0,1929.0,412.0,0.0,26.0,50.0,77.0,81.0,0.0,0.0,0.0,10.0,14.0,14.0,13.0,0.0,1.0,2.0,0.0,2.0,10.0,24.0,18.0,0.0,999.304347826087,0.0,999.695652173913,0.0,1000.6086956521739,2.0,2.0,1.0,2.0,1.0,0.0,999.0,1000.0,1000.0,1000.0,1001.0,1001.0,998.0,999.0,999.0,999.0,1000.0,1000.0,2.0,3.0,1.0,3.0,1.0,2.0,19.0,18.0,22.0,18.0,22.0,21.0,0.0,9.304347826086957,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,23.0,5.0,24.0,23.0,24.0,23.0,0.0,21.347826086956523,0.0,15.869565217391305,0.0,18.695652173913043,1.0,3.0,5.0,2.0,4.0,4.0,23.0,23.0,25.0,21.0,17.0,21.0,22.0,20.0,18.0,15.0,15.0,17.0,1.0,6.0,9.0,5.0,3.0,1.0,21.0,14.0,10.0,16.0,17.0,18.0
05_14_2017_0,0,0.0,0.0,1.0,0.0,0.0,0.0,68.30434782608695,0.0,80.95652173913044,0.0,88.08695652173913,0.0,5.0,7.0,8.0,10.0,10.0,5.0,72.0,72.0,91.0,78.0,92.0,92.0,63.0,63.0,70.0,52.0,67.0,85.0,11.0,7.0,9.0,11.0,8.0,10.0,7.0,9.0,6.0,3.0,5.0,9.0,3.217391304347826,0.0,255.56521739130434,0.0,107.17391304347827,0.0,4.0,11.0,9.0,8.0,0.0,0.0,35.0,300.0,550.0,1929.0,412.0,0.0,0.0,50.0,77.0,81.0,0.0,0.0,1.0,10.0,14.0,14.0,13.0,0.0,18.0,2.0,0.0,2.0,10.0,24.0,999.5652173913044,0.0,999.304347826087,0.0,999.695652173913,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1001.0,999.0,1000.0,1000.0,1000.0,1001.0,998.0,998.0,999.0,999.0,999.0,1000.0,4.0,2.0,3.0,1.0,3.0,1.0,19.0,19.0,18.0,22.0,18.0,22.0,0.0,0.0,9.304347826086957,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,23.0,23.0,5.0,24.0,23.0,24.0,20.043478260869566,0.0,21.347826086956523,0.0,15.869565217391305,0.0,4.0,1.0,3.0,5.0,2.0,4.0,22.0,23.0,23.0,25.0,21.0,17.0,18.0,22.0,20.0,18.0,15.0,15.0,1.0,1.0,6.0,9.0,5.0,3.0,18.0,21.0,14.0,10.0,16.0,17.0
05_14_2017_1,0,0.0,0.0,0.0,1.0,0.0,0.0,71.56521739130434,68.30434782608695,0.0,80.95652173913044,0.0,88.08695652173913,4.0,5.0,7.0,8.0,10.0,10.0,77.0,72.0,72.0,91.0,78.0,92.0,65.0,63.0,63.0,70.0,52.0,67.0,11.0,11.0,7.0,9.0,11.0,8.0,8.0,7.0,9.0,6.0,3.0,5.0,0.0,3.217391304347826,0.0,255.56521739130434,0.0,107.17391304347827,0.0,4.0,11.0,9.0,8.0,0.0,0.0,35.0,300.0,550.0,1929.0,412.0,0.0,0.0,50.0,77.0,81.0,0.0,0.0,1.0,10.0,14.0,14.0,13.0,23.0,18.0,2.0,0.0,2.0,10.0,1000.3913043478261,999.5652173913044,0.0,999.304347826087,0.0,999.695652173913,1.0,0.0,2.0,2.0,1.0,2.0,1001.0,1001.0,999.0,1000.0,1000.0,1000.0,1000.0,998.0,998.0,999.0,999.0,999.0,2.0,4.0,2.0,3.0,1.0,3.0,20.0,19.0,19.0,18.0,22.0,18.0,0.0,0.0,0.0,9.304347826086957,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,23.0,23.0,23.0,5.0,24.0,23.0,17.130434782608695,20.043478260869566,0.0,21.347826086956523,0.0,15.869565217391305,4.0,4.0,1.0,3.0,5.0,2.0,19.0,22.0,23.0,23.0,25.0,21.0,15.0,18.0,22.0,20.0,18.0,15.0,3.0,1.0,1.0,6.0,9.0,5.0,16.0,18.0,21.0,14.0,10.0,16.0
05_14_2017_2,0,0.0,0.0,0.0,0.0,1.0,0.0,75.56521739130434,71.56521739130434,68.30434782608695,0.0,80.95652173913044,0.0,10.0,4.0,5.0,7.0,8.0,10.0,78.0,77.0,72.0,72.0,91.0,78.0,70.0,65.0,63.0,63.0,70.0,52.0,4.0,11.0,11.0,7.0,9.0,11.0,9.0,8.0,7.0,9.0,6.0,3.0,57.65217391304348,0.0,3.217391304347826,0.0,255.56521739130434,0.0,0.0,0.0,4.0,11.0,9.0,8.0,194.0,0.0,35.0,300.0,550.0,1929.0,0.0,0.0,0.0,50.0,77.0,81.0,14.0,0.0,1.0,10.0,14.0,14.0,9.0,23.0,18.0,2.0,0.0,2.0,1002.1739130434783,1000.3913043478261,999.5652173913044,0.0,999.304347826087,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1003.0,1001.0,1001.0,999.0,1000.0,1000.0,1001.0,1000.0,998.0,998.0,999.0,999.0,3.0,2.0,4.0,2.0,3.0,1.0,20.0,20.0,19.0,19.0,18.0,22.0,0.0,0.0,0.0,0.0,9.304347826086957,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,23.0,23.0,23.0,23.0,5.0,24.0,15.347826086956522,17.130434782608695,20.043478260869566,0.0,21.347826086956523,0.0,1.0,4.0,4.0,1.0,3.0,5.0,17.0,19.0,22.0,23.0,23.0,25.0,15.0,15.0,18.0,22.0,20.0,18.0,3.0,3.0,1.0,1.0,6.0,9.0,19.0,16.0,18.0,21.0,14.0,10.0
05_14_2017_3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.56521739130434,71.56521739130434,68.30434782608695,0.0,80.95652173913044,9.0,10.0,4.0,5.0,7.0,8.0,69.0,78.0,77.0,72.0,72.0,91.0,58.0,70.0,65.0,63.0,63.0,70.0,10.0,4.0,11.0,11.0,7.0,9.0,5.0,9.0,8.0,7.0,9.0,6.0,0.0,57.65217391304348,0.0,3.217391304347826,0.0,255.56521739130434,10.0,0.0,0.0,4.0,11.0,9.0,1267.0,194.0,0.0,35.0,300.0,550.0,303.0,0.0,0.0,0.0,50.0,77.0,13.0,14.0,0.0,1.0,10.0,14.0,1.0,9.0,23.0,18.0,2.0,0.0,0.0,1002.1739130434783,1000.3913043478261,999.5652173913044,0.0,999.304347826087,0.0,0.0,1.0,0.0,2.0,2.0,1006.0,1003.0,1001.0,1001.0,999.0,1000.0,1003.0,1001.0,1000.0,998.0,998.0,999.0,4.0,3.0,2.0,4.0,2.0,3.0,20.0,20.0,20.0,19.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,9.304347826086957,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,23.0,23.0,23.0,23.0,5.0,0.0,15.347826086956522,17.130434782608695,20.043478260869566,0.0,21.347826086956523,4.0,1.0,4.0,4.0,1.0,3.0,22.0,17.0,19.0,22.0,23.0,23.0,17.0,15.0,15.0,18.0,22.0,20.0,7.0,3.0,3.0,1.0,1.0,6.0,13.0,19.0,16.0,18.0,21.0,14.0
05_14_2017_4,0,1.0,0.0,0.0,0.0,0.0,0.0,58.04347826086956,0.0,75.56521739130434,71.56521739130434,68.30434782608695,0.0,12.0,9.0,10.0,4.0,5.0,7.0,66.0,69.0,78.0,77.0,72.0,72.0,51.0,58.0,70.0,65.0,63.0,63.0,6.0,10.0,4.0,11.0,11.0,7.0,5.0,5.0,9.0,8.0,7.0,9.0,406.0,0.0,57.65217391304348,0.0,3.217391304347826,0.0,11.0,10.0,0.0,0.0,4.0,11.0,620.0,1267.0,194.0,0.0,35.0,300.0,162.0,303.0,0.0,0.0,0.0,50.0,12.0,13.0,14.0,0.0,1.0,10.0,0.0,1.0,9.0,23.0,18.0,2.0,1006.2608695652174,0.0,1002.1739130434783,1000.3913043478261,999.5652173913044,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1007.0,1006.0,1003.0,1001.0,1001.0,999.0,1006.0,1003.0,1001.0,1000.0,998.0,998.0,2.0,4.0,3.0,2.0,4.0,2.0,21.0,20.0,20.0,20.0,19.0,19.0,1.5217391304347827,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,23.0,23.0,23.0,23.0,21.52173913043478,0.0,15.347826086956522,17.130434782608695,20.043478260869566,0.0,5.0,4.0,1.0,4.0,4.0,1.0,23.0,22.0,17.0,19.0,22.0,23.0,20.0,17.0,15.0,15.0,18.0,22.0,4.0,7.0,3.0,3.0,1.0,1.0,14.0,13.0,19.0,16.0,18.0,21.0
05_14_2017_5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.04347826086956,0.0,75.56521739130434,71.56521739130434,68.30434782608695,5.0,12.0,9.0,10.0,4.0,5.0,82.0,66.0,69.0,78.0,77.0,72.0,60.0,51.0,58.0,70.0,65.0,63.0,13.0,6.0,10.0,4.0,11.0,11.0,5.0,5.0,5.0,9.0,8.0,7.0,0.0,406.0,0.0,57.65217391304348,0.0,3.217391304347826,12.0,11.0,10.0,0.0,0.0,4.0,281.0,620.0,1267.0,194.0,0.0,35.0,36.0,162.0,303.0,0.0,0.0,0.0,9.0,12.0,13.0,14.0,0.0,1.0,2.0,0.0,1.0,9.0,23.0,18.0,0.0,1006.2608695652174,0.0,1002.1739130434783,1000.3913043478261,999.5652173913044,1.0,0.0,0.0,0.0,1.0,0.0,1009.0,1007.0,1006.0,1003.0,1001.0,1001.0,1007.0,1006.0,1003.0,1001.0,1000.0,998.0,4.0,2.0,4.0,3.0,2.0,4.0,18.0,21.0,20.0,20.0,20.0,19.0,0.0,1.5217391304347827,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,12.0,18.0,24.0,23.0,23.0,23.0,0.0,21.52173913043478,0.0,15.347826086956522,17.130434782608695,20.043478260869566,5.0,5.0,4.0,1.0,4.0,4.0,21.0,23.0,22.0,17.0,19.0,22.0,17.0,20.0,17.0,15.0,15.0,18.0,3.0,4.0,7.0,3.0,3.0,1.0,15.0,14.0,13.0,19.0,16.0,18.0
05_15_2017_0,0,1.0,0.0,1.0,0.0,0.0,0.0,78.3913043478261,0.0,58.04347826086956,0.0,75.56521739130434,71.56521739130434,6.0,5.0,12.0,9.0,10.0,4.0,81.0,82.0,66.0,69.0,78.0,77.0,75.0,60.0,51.0,58.0,70.0,65.0,7.0,13.0,6.0,10.0,4.0,11.0,10.0,5.0,5.0,5.0,9.0,8.0,1.5217391304347827,0.0,406.0,0.0,57.65217391304348,0.0,4.0,12.0,11.0,10.0,0.0,0.0,20.0,281.0,620.0,1267.0,194.0,0.0,0.0,36.0,162.0,303.0,0.0,0.0,1.0,9.0,12.0,13.0,14.0,0.0,18.0,2.0,0.0,1.0,9.0,23.0,1010.5652173913044,0.0,1006.2608695652174,0.0,1002.1739130434783,1000.3913043478261,0.0,1.0,0.0,0.0,0.0,1.0,1012.0,1009.0,1007.0,1006.0,1003.0,1001.0,1009.0,1007.0,1006.0,1003.0,1001.0,1000.0,4.0,4.0,2.0,4.0,3.0,2.0,19.0,18.0,21.0,20.0,20.0,20.0,3.0869565217391304,0.0,1.5217391304347827,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,6.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,16.0,12.0,18.0,24.0,23.0,23.0,15.695652173913043,0.0,21.52173913043478,0.0,15.347826086956522,17.130434782608695,2.0,5.0,5.0,4.0,1.0,4.0,17.0,21.0,23.0,22.0,17.0,19.0,15.0,17.0,20.0,17.0,15.0,15.0,1.0,3.0,4.0,7.0,3.0,3.0,20.0,15.0,14.0,13.0,19.0,16.0
05_15_2017_1,0,0.0,1.0,0.0,1.0,0.0,0.0,77.17391304347827,78.3913043478261,0.0,58.04347826086956,0.0,75.56521739130434,7.0,6.0,5.0,12.0,9.0,10.0,80.0,81.0,82.0,66.0,69.0,78.0,70.0,75.0,60.0,51.0,58.0,70.0,7.0,7.0,13.0,6.0,10.0,4.0,9.0,10.0,5.0,5.0,5.0,9.0,0.0,1.5217391304347827,0.0,406.0,0.0,57.65217391304348,0.0,4.0,12.0,11.0,10.0,0.0,0.0,20.0,281.0,620.0,1267.0,194.0,0.0,0.0,36.0,162.0,303.0,0.0,0.0,1.0,9.0,12.0,13.0,14.0,23.0,18.0,2.0,0.0,1.0,9.0,1012.8260869565217,1010.5652173913044,0.0,1006.2608695652174,0.0,1002.1739130434783,0.0,0.0,1.0,0.0,0.0,0.0,1013.0,1012.0,1009.0,1007.0,1006.0,1003.0,1012.0,1009.0,1007.0,1006.0,1003.0,1001.0,2.0,4.0,4.0,2.0,4.0,3.0,21.0,19.0,18.0,21.0,20.0,20.0,0.0,3.0869565217391304,0.0,1.5217391304347827,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,6.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,23.0,16.0,12.0,18.0,24.0,23.0,14.869565217391305,15.695652173913043,0.0,21.52173913043478,0.0,15.347826086956522,3.0,2.0,5.0,5.0,4.0,1.0,17.0,17.0,21.0,23.0,22.0,17.0,14.0,15.0,17.0,20.0,17.0,15.0,4.0,1.0,3.0,4.0,7.0,3.0,16.0,20.0,15.0,14.0,13.0,19.0
05_15_2017_2,0,0.0,0.0,1.0,0.0,1.0,0.0,79.65217391304348,77.17391304347827,78.3913043478261,0.0,58.04347826086956,0.0,6.0,7.0,6.0,5.0,12.0,9.0,83.0,80.0,81.0,82.0,66.0,69.0,75.0,70.0,75.0,60.0,51.0,58.0,9.0,7.0,7.0,13.0,6.0,10.0,8.0,9.0,10.0,5.0,5.0,5.0,65.65217391304348,0.0,1.5217391304347827,0.0,406.0,0.0,2.0,0.0,4.0,12.0,11.0,10.0,260.0,0.0,20.0,281.0,620.0,1267.0,0.0,0.0,0.0,36.0,162.0,303.0,12.0,0.0,1.0,9.0,12.0,13.0,9.0,23.0,18.0,2.0,0.0,1.0,1013.3913043478261,1012.8260869565217,1010.5652173913044,0.0,1006.2608695652174,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1014.0,1013.0,1012.0,1009.0,1007.0,1006.0,1013.0,1012.0,1009.0,1007.0,1006.0,1003.0,2.0,2.0,4.0,4.0,2.0,4.0,21.0,21.0,19.0,18.0,21.0,20.0,0.08695652173913043,0.0,3.0869565217391304,0.0,1.5217391304347827,0.0,0.0,0.0,5.0,7.0,2.0,0.0,1.0,0.0,6.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,22.0,23.0,16.0,12.0,18.0,24.0,14.391304347826088,14.869565217391305,15.695652173913043,0.0,21.52173913043478,0.0,1.0,3.0,2.0,5.0,5.0,4.0,15.0,17.0,17.0,21.0,23.0,22.0,14.0,14.0,15.0,17.0,20.0,17.0,2.0,4.0,1.0,3.0,4.0,7.0,20.0,16.0,20.0,15.0,14.0,13.0
05_15_2017_3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,79.65217391304348,77.17391304347827,78.3913043478261,0.0,58.04347826086956,12.0,6.0,7.0,6.0,5.0,12.0,80.0,83.0,80.0,81.0,82.0,66.0,54.0,75.0,70.0,75.0,60.0,51.0,7.0,9.0,7.0,7.0,13.0,6.0,5.0,8.0,9.0,10.0,5.0,5.0,0.0,65.65217391304348,0.0,1.5217391304347827,0.0,406.0,12.0,2.0,0.0,4.0,12.0,11.0,2410.0,260.0,0.0,20.0,281.0,620.0,260.0,0.0,0.0,0.0,36.0,162.0,11.0,12.0,0.0,1.0,9.0,12.0,1.0,9.0,23.0,18.0,2.0,0.0,0.0,1013.3913043478261,1012.8260869565217,1010.5652173913044,0.0,1006.2608695652174,2.0,0.0,0.0,0.0,1.0,0.0,1016.0,1014.0,1013.0,1012.0,1009.0,1007.0,1015.0,1013.0,1012.0,1009.0,1007.0,1006.0,4.0,2.0,2.0,4.0,4.0,2.0,18.0,21.0,21.0,19.0,18.0,21.0,0.0,0.08695652173913043,0.0,3.0869565217391304,0.0,1.5217391304347827,0.0,0.0,0.0,5.0,7.0,2.0,0.0,1.0,0.0,6.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,24.0,22.0,23.0,16.0,12.0,18.0,0.0,14.391304347826088,14.869565217391305,15.695652173913043,0.0,21.52173913043478,5.0,1.0,3.0,2.0,5.0,5.0,22.0,15.0,17.0,17.0,21.0,23.0,16.0,14.0,14.0,15.0,17.0,20.0,7.0,2.0,4.0,1.0,3.0,4.0,12.0,20.0,16.0,20.0,15.0,14.0
05_15_2017_4,0,0.0,0.0,0.0,0.0,1.0,0.0,60.34782608695652,0.0,79.65217391304348,77.17391304347827,78.3913043478261,0.0,9.0,12.0,6.0,7.0,6.0,5.0,65.0,80.0,83.0,80.0,81.0,82.0,56.0,54.0,75.0,70.0,75.0,60.0,10.0,7.0,9.0,7.0,7.0,13.0,4.0,5.0,8.0,9.0,10.0,5.0,387.0869565217391,0.0,65.65217391304348,0.0,1.5217391304347827,0.0,12.0,12.0,2.0,0.0,4.0,12.0,619.0,2410.0,260.0,0.0,20.0,281.0,129.0,260.0,0.0,0.0,0.0,36.0,11.0,11.0,12.0,0.0,1.0,9.0,0.0,1.0,9.0,23.0,18.0,2.0,1015.2608695652174,0.0,1013.3913043478261,1012.8260869565217,1010.5652173913044,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1016.0,1016.0,1014.0,1013.0,1012.0,1009.0,1015.0,1015.0,1013.0,1012.0,1009.0,1007.0,3.0,4.0,2.0,2.0,4.0,4.0,18.0,18.0,21.0,21.0,19.0,18.0,0.0,0.0,0.08695652173913043,0.0,3.0869565217391304,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,23.0,24.0,22.0,23.0,16.0,12.0,20.17391304347826,0.0,14.391304347826088,14.869565217391305,15.695652173913043,0.0,3.0,5.0,1.0,3.0,2.0,5.0,21.0,22.0,15.0,17.0,17.0,21.0,20.0,16.0,14.0,14.0,15.0,17.0,4.0,7.0,2.0,4.0,1.0,3.0,16.0,12.0,20.0,16.0,20.0,15.0
